Date,Index
189901,1009.94
189902,1009.32
189903,1009.78
189904,1014.77
189905,1014.55
189906,1016.84
189907,1017.79
189908,1018
189909,1013.85
189910,1014.54
189911,1002.74
189912,1007.37
190001,1006.55
190002,1006.33
190003,1005.12
190004,1013.07
190005,1012.47
190006,1012.52
190007,1015.89
190008,1016.46
190009,1014.93
190010,1013.85
190011,1012.12
190012,1004.3
190101,1008.91
190102,1012.12
190103,1012.53
190104,1021.25
190105,1016.54
190106,1014.46
190107,1016.52
190108,1016.67
190109,1013.49
190110,1011.77
190111,1010.29
190112,1009.09
190201,1006.04
190202,1005.07
190203,1016.9
190204,1015.07
190205,1015.47
190206,1013.89
190207,1016.82
190208,1015.77
190209,1015.33
190210,1013.1
190211,1012.14
190212,1015.58
190301,1010.16
190302,1011.61
190303,1018.05
190304,1019.06
190305,1015.04
190306,1012.91
190307,1018.3
190308,1016.39
190309,1015.78
190310,1014.1
190311,1010.62
190312,1009.16
190401,1011.89
190402,1016.92
190403,1016.95
190404,1015.71
190405,1014.72
190406,1017.42
190407,1016.72
190408,1018.97
190409,1016.21
190410,1014.45
190411,1009.51
190412,1009.58
190501,1008.95
190502,1005.8
190503,1008.58
190504,1011.08
190505,1016.09
190506,1016.65
190507,1017.87
190508,1015.35
190509,1015.71
190510,1015.1
190511,1009.13
190512,1007.62
190601,1013.69
190602,1008.5
190603,1012.52
190604,1013.04
190605,1016.04
190606,1013.99
190607,1017.32
190608,1013.11
190609,1014.6
190610,1010.59
190611,1011.79
190612,1014.44
190701,1014.62
190702,1010.34
190703,1019.52
190704,1015.73
190705,1014.25
190706,1015.05
190707,1017.1
190708,1017.85
190709,1016.85
190710,1013.96
190711,1012.34
190712,1007.07
190801,1008.57
190802,1011.72
190803,1019.41
190804,1015.93
190805,1015.19
190806,1016.37
190807,1016.26
190808,1017.35
190809,1015.61
190810,1011.76
190811,1006.5
190812,1007.41
190901,1014.26
190902,1010
190903,1014.81
190904,1018.53
190905,1015.15
190906,1015.72
190907,1017.3
190908,1016.26
190909,1014.87
190910,1011.63
190911,1014.64
190912,1012.98
191001,1015.62
191002,1007.92
191003,1008.26
191004,1014.18
191005,1013.07
191006,1016.19
191007,1017.95
191008,1018.61
191009,1015.23
191010,1012.85
191011,1011.02
191012,1008.62
191101,1018.42
191102,1010.93
191103,1014.92
191104,1016.89
191105,1014.8
191106,1014.02
191107,1018.19
191108,1019.83
191109,1016.15
191110,1010.31
191111,1011.31
191112,1009.8
191201,1004.72
191202,1005.28
191203,1016.07
191204,1012.79
191205,1013.67
191206,1015.26
191207,1017.28
191208,1015.08
191209,1013.29
191210,1013.82
191211,1008.46
191212,1008.65
191301,1010.44
191302,1009.02
191303,1010.49
191304,1015.22
191305,1013.81
191306,1013.16
191307,1019
191308,1016.95
191309,1013.59
191310,1013.38
191311,1012.04
191312,1003.56
191401,1008.9
191402,1004.07
191403,1016.78
191404,1013.64
191405,1016.9
191406,1014.86
191407,1016.51
191408,1016.62
191409,1016.84
191410,1009.93
191411,1011.64
191412,1011.18
191501,1010.08
191502,1011.39
191503,1007.98
191504,1011.03
191505,1012.47
191506,1019.38
191507,1019.29
191508,1016.2
191509,1015.11
191510,1014.24
191511,1012.38
191512,1010.61
191601,1018
191602,1010.88
191603,1012.31
191604,1014.57
191605,1018.19
191606,1016.52
191607,1018.17
191608,1016.14
191609,1015.87
191610,1016.61
191611,1015.01
191612,1008.18
191701,1012.96
191702,1007.88
191703,1016.75
191704,1015.02
191705,1015.42
191706,1018.13
191707,1020.13
191708,1016.85
191709,1015.91
191710,1015.12
191711,1011.36
191712,1006.8
191801,1005.11
191802,1011.27
191803,1016.98
191804,1016.9
191805,1017.2
191806,1015.71
191807,1015.45
191808,1017.21
191809,1014.1
191810,1012.22
191811,1010.73
191812,1008.1
191901,1007.94
191902,1004.96
191903,1011.09
191904,1012.03
191905,1012.21
191906,1016.81
191907,1020.24
191908,1016.89
191909,1015.5
191910,1016.19
191911,1013.32
191912,1007.56
192001,1012.04
192002,1010.65
192003,1016.32
192004,1017.75
192005,1017.16
192006,1013.93
192007,1016.53
192008,1015.97
192009,1014.17
192010,1012.28
192011,1011.53
192012,1007.81
192101,1012.33
192102,1003.84
192103,1013.58
192104,1017.07
192105,1016.21
192106,1012.14
192107,1020.49
192108,1016.52
192109,1015.52
192110,1013.55
192111,1007.44
192112,1010.64
192201,1009.16
192202,1016.38
192203,1011.4
192204,1016.94
192205,1015.21
192206,1016.74
192207,1021.53
192208,1016.5
192209,1016.95
192210,1012.33
192211,1011.77
192212,1003.33
192301,1012.4
192302,1011.43
192303,1015.39
192304,1012.25
192305,1015.77
192306,1013.97
192307,1018.03
192308,1015.45
192309,1014.86
192310,1009.05
192311,1007.84
192312,1010.94
192401,1005.62
192402,1006.28
192403,1011.54
192404,1017.68
192405,1014.01
192406,1016.52
192407,1017.72
192408,1016.52
192409,1012.97
192410,1014.58
192411,1008.08
192412,1007.92
192501,1009.44
192502,1004.8
192503,1011.41
192504,1016.09
192505,1011.9
192506,1015.74
192507,1017.46
192508,1018.49
192509,1014.92
192510,1009.71
192511,1009.88
192512,1005.47
192601,1001.45
192602,1002.77
192603,1006.15
192604,1008.82
192605,1012.9
192606,1013.67
192607,1017.55
192608,1015.44
192609,1014.83
192610,1008.03
192611,1006.36
192612,1008.89
192701,1009.2
192702,1000.33
192703,1015.04
192704,1018.08
192705,1017.48
192706,1013.29
192707,1019.37
192708,1015.67
192709,1011.79
192710,1012.41
192711,1011.19
192712,1010.47
192801,1005.77
192802,1005.61
192803,1009.55
192804,1013.48
192805,1013.86
192806,1014.99
192807,1017.25
192808,1017.25
192809,1016.01
192810,1012.39
192811,1006.94
192812,1004.12
192901,1005.46
192902,1007.24
192903,1014.58
192904,1014.6
192905,1013.53
192906,1013.14
192907,1017.89
192908,1015.97
192909,1012.14
192910,1009.38
192911,1011.63
192912,1011.01
193001,1008.45
193002,1006.7
193003,1016.88
193004,1012.96
193005,1013.92
193006,1014.62
193007,1017.19
193008,1017.62
193009,1016.23
193010,1011.17
193011,1012.19
193012,1003.98
193101,998.66
193102,1006.42
193103,1009.84
193104,1013.43
193105,1014.1
193106,1013.74
193107,1016.76
193108,1016.54
193109,1016.21
193110,1013.24
193111,1012.69
193112,1012.08
193201,1012.54
193202,1012.29
193203,1006.16
193204,1011.86
193205,1014.48
193206,1015.54
193207,1017.86
193208,1017.36
193209,1015.11
193210,1011.99
193211,1012.02
193212,1006.37
193301,1012.46
193302,1011.25
193303,1011.16
193304,1014.92
193305,1016.13
193306,1015.67
193307,1019.07
193308,1015.68
193309,1014.27
193310,1011.86
193311,1012.46
193312,1009.78
193401,1004.68
193402,998.63
193403,1007.76
193404,1013.34
193405,1014.12
193406,1016.08
193407,1019.28
193408,1017.7
193409,1013.33
193410,1012.07
193411,1009.17
193412,1008.02
193501,1005.87
193502,1008.24
193503,1013.23
193504,1015.84
193505,1014.58
193506,1013.54
193507,1017.95
193508,1018.09
193509,1013.6
193510,1015.91
193511,1013.48
193512,1001.35
193601,1003.24
193602,1004.93
193603,1014.53
193604,1013.09
193605,1012.8
193606,1014.19
193607,1017.75
193608,1017.68
193609,1015.22
193610,1009.59
193611,1010.39
193612,1012.22
193701,1017.39
193702,1013.42
193703,1011.17
193704,1015.37
193705,1012.44
193706,1012.53
193707,1017.36
193708,1018.11
193709,1015.61
193710,1008.5
193711,1011.19
193712,1006.82
193801,1008.4
193802,1007.19
193803,1011.08
193804,1009.93
193805,1014.12
193806,1014.19
193807,1018.74
193808,1019.37
193809,1013.09
193810,1008.72
193811,1011.69
193812,1005.24
193901,1007.56
193902,1008.79
193903,1013.67
193904,1015.32
193905,1015.39
193906,1016.32
193907,1017.13
193908,1016.18
193909,1014.86
193910,1013.89
193911,1010.04
193912,1000.95
194001,998.68
194002,1001.72
194003,1007.03
194004,1008.64
194005,1014.86
194006,1014.73
194007,1016.19
194008,1016.28
194009,1012.8
194010,1010.68
194011,1010.7
194012,1003.13
194101,1001.01
194102,1002.41
194103,1009.52
194104,1010.07
194105,1015.56
194106,1012.68
194107,1016.02
194108,1015.94
194109,1014.02
194110,1013.18
194111,1012.24
194112,1006.84
194201,1001.25
194202,1006.46
194203,1013.71
194204,1011.89
194205,1014.66
194206,1015
194207,1016.54
194208,1014.72
194209,1013.45
194210,1013.35
194211,1015.46
194212,1012.28
194301,1007.83
194302,1010.27
194303,1015.82
194304,1010.19
194305,1015.22
194306,1014.95
194307,1016.41
194308,1017.17
194309,1013.9
194310,1010.64
194311,1005.96
194312,1005.97
194401,1001.84
194402,1010.73
194403,1014.5
194404,1012.33
194405,1013.95
194406,1015.23
194407,1017.61
194408,1017.8
194409,1016.79
194410,1014.31
194411,1007.76
194412,-999
194501,1000.37
194502,1005.02
194503,1011.15
194504,1018.37
194505,1012.48
194506,1016.22
194507,1016.23
194508,1018.61
194509,1014.54
194510,1012.88
194511,1016.1
194512,1004.14
194601,1006.72
194602,1006.27
194603,1013.4
194604,1014.63
194605,1014.3
194606,1015.64
194607,1016.54
194608,1017.14
194609,1014.32
194610,1014.2
194611,1014.62
194612,1013.31
194701,1012.8
194702,1001.92
194703,1010.71
194704,1013.05
194705,1012.09
194706,1014.45
194707,1016.89
194708,1018.15
194709,1016.64
194710,1010.5
194711,1007.25
194712,1009.65
194801,1009.12
194802,1014
194803,1016.66
194804,1020.68
194805,1016.02
194806,1015.45
194807,1017.24
194808,1017.84
194809,1015.48
194810,1010.82
194811,1010.59
194812,1014.17
194901,1012
194902,1010.89
194903,1006.94
194904,1013.55
194905,1015.5
194906,1016.56
194907,1018.76
194908,1017.02
194909,1013.08
194910,1012.41
194911,1008.08
194912,1010.48
195001,1014.87
195002,1010.4
195003,1008.13
195004,1015.49
195005,1015.47
195006,1015.51
195007,1016.23
195008,1012.76
195009,1012.62
195010,1010.76
195011,1016.37
195012,1007.97
195101,1008.32
195102,1011.16
195103,1015.69
195104,1011.91
195105,1012.74
195106,1014.2
195107,1017.91
195108,1016.23
195109,1012.42
195110,1011.47
195111,1009.47
195112,1013.85
195201,1010.38
195202,1007.72
195203,1014.06
195204,1013.69
195205,1015.81
195206,1014.48
195207,1018.43
195208,1016.99
195209,1014.38
195210,1012.42
195211,1008.9
195212,1003.78
195301,1002.53
195302,1008.16
195303,1014.61
195304,1010.4
195305,1013.4
195306,1017.13
195307,1018.2
195308,1016.7
195309,1015.67
195310,1010.53
195311,1005.94
195312,1008.12
195401,1010.84
195402,1007.36
195403,1016.82
195404,1017.54
195405,1013.66
195406,1013.36
195407,1018.15
195408,1016.84
195409,1015.01
195410,1010.67
195411,1005.62
195412,1011.77
195501,1007.1
195502,1015.4
195503,1016.18
195504,1016.59
195505,1014.88
195506,1015.61
195507,1016.98
195508,1018.18
195509,1016.16
195510,1013.07
195511,1013.02
195512,1011.47
195601,1010.2
195602,1012.86
195603,1013.95
195604,1014.2
195605,1013.64
195606,1015.27
195607,1018.8
195608,1015.04
195609,1013.9
195610,1016.21
195611,1010.96
195612,1007.56
195701,1013.8
195702,1011.3
195703,1007.93
195704,1014.95
195705,1011.94
195706,1012.76
195707,1018.57
195708,1016.29
195709,1011.65
195710,1010.73
195711,1008.59
195712,1012.35
195801,1001.04
195802,1002.69
195803,1014.45
195804,1012.54
195805,1013.81
195806,1014.54
195807,1016.45
195808,1016.55
195809,1014.04
195810,1014.63
195811,1011.24
195812,1005.69
195901,1008.4
195902,1013.36
195903,1012.83
195904,1016.05
195905,1014.96
195906,1014.75
195907,1018.35
195908,1017.1
195909,1012.19
195910,1010.36
195911,1009.2
195912,1010.16
196001,1005.94
196002,1007.61
196003,1013.4
196004,1014.8
196005,1014.86
196006,1016.56
196007,1017.04
196008,1016.99
196009,1016.06
196010,1011.9
196011,1012.13
196012,1005.51
196101,999.58
196102,1006.77
196103,1010.35
196104,1018.12
196105,1014.96
196106,1016.41
196107,1018.28
196108,1015.77
196109,1015.82
196110,1015.66
196111,1012.5
196112,1009.84
196201,1010.11
196202,1007.67
196203,1013.3
196204,1018.47
196205,1018.18
196206,1016.76
196207,1018.25
196208,1017.08
196209,1015.64
196210,1010.95
196211,1008.45
196212,1006.72
196301,1002.47
196302,1002.31
196303,1017.38
196304,1017.52
196305,1015.84
196306,1016.34
196307,1018.47
196308,1016.3
196309,1010.69
196310,1012.35
196311,1011.29
196312,1003.24
196401,1006.28
196402,1010.02
196403,1014.55
196404,1019.47
196405,1020.82
196406,1013.77
196407,1016.53
196408,1016.02
196409,1015.03
196410,1014.25
196411,1012.16
196412,1010.71
196501,1005.68
196502,1010
196503,1010.87
196504,1015.95
196505,1016.29
196506,1014.16
196507,1017.4
196508,1015.65
196509,1014.99
196510,1011.97
196511,1013.94
196512,1013.28
196601,1004.24
196602,1012.75
196603,1012.16
196604,1015.58
196605,1016.23
196606,1014.01
196607,1017.62
196608,1016.28
196609,1010.33
196610,1014.31
196611,1015.43
196612,1006.73
196701,1008.04
196702,1008.75
196703,1015.84
196704,1020.99
196705,1018.42
196706,1014.38
196707,1019.02
196708,1014.02
196709,1010.17
196710,1010.3
196711,1012.61
196712,1010.04
196801,1010.08
196802,1000.05
196803,1012.31
196804,1017.29
196805,1016.17
196806,1016.22
196807,1015.89
196808,1015.24
196809,1015.92
196810,1010.72
196811,1006.37
196812,1013.57
196901,1012.41
196902,1008.91
196903,1012.89
196904,1012.34
196905,1012.72
196906,1013.23
196907,1018.99
196908,1016.86
196909,1012.16
196910,1010.56
196911,1010.41
196912,1001.77
197001,1005.97
197002,1002.61
197003,1007.91
197004,1017.11
197005,1016.85
197006,1014.65
197007,1016.1
197008,1016.81
197009,1014.34
197010,1014.48
197011,1014.31
197012,1011.85
197101,1012.4
197102,1007.64
197103,1011.21
197104,1014.75
197105,1014.25
197106,1014.46
197107,1016.26
197108,1015.26
197109,1015.27
197110,1015.2
197111,1011.73
197112,1014.19
197201,1012.72
197202,1010.69
197203,1009.85
197204,1019.8
197205,1014.76
197206,1015.53
197207,1017.95
197208,1014.64
197209,1014.78
197210,1014.9
197211,1009.7
197212,1010.73
197301,1008.32
197302,1008.21
197303,1010.61
197304,1016.76
197305,1014.43
197306,1015.1
197307,1017.62
197308,1017.82
197309,1014.26
197310,1014.8
197311,1014.83
197312,1005.32
197401,1006.61
197402,1011.16
197403,1007.38
197404,1014.53
197405,1015.46
197406,1015.98
197407,1017.06
197408,1014.59
197409,1014.35
197410,1010.74
197411,1010.51
197412,1006.12
197501,1010.94
197502,1008.16
197503,1014.4
197504,1018.88
197505,1014.54
197506,1016.58
197507,1015.8
197508,1017.49
197509,1016.45
197510,1013.76
197511,1012.44
197512,1007.02
197601,1004.08
197602,1013.13
197603,1013.8
197604,1015.31
197605,1014.5
197606,1015.76
197607,1015.07
197608,1015.43
197609,1011.75
197610,1012.2
197611,1007.68
197612,1005.06
197701,999.02
197702,1001.18
197703,1016.83
197704,1016.83
197705,1015.61
197706,1015.16
197707,1017.82
197708,1014.03
197709,1016.62
197710,1011.43
197711,1012.48
197712,1010
197801,1000.57
197802,1000.56
197803,1008.85
197804,1013.99
197805,1017.65
197806,1018.11
197807,1017.46
197808,1015.19
197809,1013.89
197810,1012.25
197811,1011.24
197812,1012.85
197901,1006.27
197902,1014.25
197903,1008.15
197904,1015.65
197905,1013.37
197906,1018.9
197907,1016.9
197908,1014.24
197909,1012.3
197910,1008.8
197911,1012.46
197912,1008.99
198001,1006.58
198002,999.87
198003,1010.53
198004,1011.33
198005,1014.53
198006,1018.83
198007,1017.14
198008,1018.32
198009,1014.71
198010,1010.47
198011,1007.71
198012,1005.7
198101,996.44
198102,1005.35
198103,1006.99
198104,1014.89
198105,1013.15
198106,1014.9
198107,1019.23
198108,1015.37
198109,1014.53
198110,1014.26
198111,1008.77
198112,1008.19
198201,1009.35
198202,1011.89
198203,1014.81
198204,1018.03
198205,1016.54
198206,1013.25
198207,1016.69
198208,1017.83
198209,1014.84
198210,1015.2
198211,1009.12
198212,1005.95
198301,1001.17
198302,997.66
198303,1003.4
198304,1016.23
198305,1015.52
198306,1013.57
198307,1017.07
198308,1017.83
198309,1016.75
198310,1014.12
198311,1005.02
198312,1007.09
198401,1006.78
198402,1007.5
198403,1005.01
198404,1015.6
198405,1015.5
198406,1014.88
198407,1018.53
198408,1015.7
198409,1012.16
198410,1011.95
198411,1008.04
198412,1010.8
198501,1000.04
198502,1014.16
198503,1016.99
198504,1017.62
198505,1015.62
198506,1015.55
198507,1017.43
198508,1018.13
198509,1015.87
198510,1015.66
198511,1012.52
198512,1001.79
198601,1001.44
198602,1000.52
198603,1007.7
198604,1018.11
198605,1015.26
198606,1013.85
198607,1017.83
198608,1015.37
198609,1015.04
198610,1010.96
198611,1011.89
198612,1001
198701,1003.22
198702,1005.45
198703,1008.28
198704,1012.3
198705,1016.47
198706,1013.99
198707,1015.87
198708,1016.65
198709,1015.43
198710,1012.45
198711,1009.72
198712,1009.49
198801,1005.4
198802,1004.18
198803,1011.88
198804,1013.58
198805,1013.46
198806,1014.03
198807,1017.64
198808,1015.63
198809,1016.17
198810,1011.55
198811,1009.8
198812,1008.35
198901,1012.01
198902,1015.04
198903,1013.51
198904,1015.95
198905,1017.43
198906,1016.45
198907,1018.85
198908,1015.9
198909,1013.41
198910,1014.57
198911,1014.05
198912,1005.28
199001,1007.57
199002,1017.47
199003,1010.16
199004,1015.76
199005,1014.35
199006,1015.8
199007,1016.9
199008,1015.14
199009,1013.64
199010,1014.46
199011,1019.14
199012,1011.87
199101,1007.73
199102,1002.75
199103,1014.73
199104,1014.04
199105,1014.46
199106,1016.24
199107,1016.62
199108,1014.95
199109,1011.72
199110,1013.58
199111,1008.35
199112,1007.76
199201,998.86
199202,1007
199203,1010.31
199204,1013.95
199205,1015.85
199206,1013.8
199207,1017.3
199208,1015.84
199209,1014.96
199210,1011.7
199211,1009.84
199212,1013.12
199301,1010.81
199302,1002.44
199303,1007.56
199304,1009.7
199305,1012.52
199306,1015
199307,1016.91
199308,1015.85
199309,1015.66
199310,1012.5
199311,1013.88
199312,1006.82
199401,1008.31
199402,1010.4
199403,1012.37
199404,1013.97
199405,1013.61
199406,1016.87
199407,1017.21
199408,1017.52
199409,1013.8
199410,1012.66
199411,1016.69
199412,1005.4
199501,1002.19
199502,1006.59
199503,1011.94
199504,1013.9
199505,1013.84
199506,1014.58
199507,1016.82
199508,1017.25
199509,1010.19
199510,1012.92
199511,1011.95
199512,999.68
199601,1008.3
199602,1007.99
199603,1010.94
199604,1009.61
199605,1015.82
199606,1016.67
199607,1018.22
199608,1018.09
199609,1014.62
199610,1014.33
199611,1012.28
199612,1009.82
199701,1002.04
199702,1004.22
199703,1014.99
199704,1011.38
199705,1012.88
199706,1014.84
199707,1015.95
199708,1015.97
199709,1012.47
199710,1013.29
199711,1009.99
199712,1008.35
199801,1000.74
199802,1000.2
199803,1008.11
199804,1015.1
199805,1015.82
199806,1017.74
199807,1017.81
199808,1018.76
199809,1014.46
199810,1013.9
199811,1008.96
199812,1011.37
199901,1007.95
199902,1006.91
199903,1012.04
199904,1017.12
199905,1015.72
199906,1014.03
199907,1019.11
199908,1014.38
199909,1014.29
199910,1014.49
199911,1011.32
199912,1010.54
200001,1013.54
200002,1000.9
200003,1005.93
200004,1015.08
200005,1016.26
200006,1015.37
200007,1017.37
200008,1018.06
200009,1013.41
200010,1012.85
200011,1009.13
200012,1003.25
200101,1002
200102,1009.46
200103,1011.58
200104,1016.05
200105,1015.52
200106,1016.5
200107,1017.41
200108,1016.4
200109,1013.72
200110,1013.92
200111,1006.79
200112,1006.74
200201,1007.86
200202,1010.13
200203,1014.46
200204,1018.43
200205,1014.35
200206,1013.67
200207,1016.85
200208,1016.2
200209,1014.54
200210,1010.22
200211,1004.55
200212,1003.26
200301,999.59
200302,1007.49
200303,1010.44
200304,1014.47
200305,1015.92
200306,1013.69
200307,1018.2
200308,1016.42
200309,1013.25
200310,1011.44
200311,1018.1
200312,1003.77
200401,1005.07
200402,1001.85
200403,1014.03
200404,1011.56
200405,1015.18
200406,1016.52
200407,1014.98
200408,1013.88
200409,1015.94
200410,1012.55
200411,1011.09
200412,1009.24
200501,1004
200502,1008.07
200503,1008.35
200504,1014
200505,1011.91
200506,1014.61
200507,1017.01
200508,1014.91
200509,1016.08
200510,1012.96
200511,1013.88
200512,999.54
200601,1007.96
200602,1014.38
200603,1014.78
200604,1015.51
200605,1016.5
200606,1016.5
200607,1016.33
200608,1018.12
200609,1014.75
200610,1014.18
200611,1014.75
200612,1004.94
200701,1008.53
200702,1008.17
200703,1012.74
200704,1009.87
200705,1015.51
200706,1016.26
200707,1014.67
200708,1016.07
200709,1013.92
200710,1013.33
200711,1007.59
200712,1010.56
200801,1009.33
200802,1005.85
200803,1013.19
200804,1018.18
200805,1014.14
200806,1016.95
200807,1016.56
200808,1014.83
200809,1013.98
200810,1015.42
200811,1010.81
200812,1014.72
200901,1009.59
200902,1014.81
200903,1017.4
200904,1015.88
200905,1016.03
200906,1013.16
200907,1015.78
200908,1016.23
200909,1013.6
200910,1010.73
200911,1012.19
200912,1004.34
201001,1000.04
201002,1005.01
201003,1010.87
201004,1015.22
201005,1016.23
201006,1015.99
201007,1018.84
201008,1018.11
201009,1012.75
201010,1011.56
201011,1013.83
201012,1013.51
201101,1003.18
201102,1015.8
201103,1009.34
201104,1015.1
201105,1014.86
201106,1014.75
201107,1017.27
201108,1015.04
201109,1012.88
201110,1012.67
201111,1014.06
201112,1009.69
201201,1007.49
201202,1006.07
201203,1014.31
201204,1015.06
201205,1016.26
201206,1014.66
201207,1018.38
201208,1016.97
201209,1015.32
201210,1012.85
201211,1012.29
201212,1009.34
201301,1006.32
201302,1009.7
201303,1013.91
201304,1016.05
201305,1015.92
201306,1015.75
201307,1018.26
201308,1013.93
201309,1013.17
201310,1012.5
201311,1015.44
201312,1010.29
201401,1002.87
201402,1010.84
201403,1009.58
201404,1010.81
201405,1017.44
201406,1016.41
201407,1016.73
201408,1014.39
201409,1012.06
201410,1011.17
201411,1008.51
201412,1005.1
201501,1004.45
201502,1007.6
201503,1013.65
201504,1015.87
201505,1014.65
201506,1015.56
201507,1015.21
201508,1016.4
201509,1015.79
201510,1009.75
201511,1015.94
201512,1006.17
201601,999.07
201602,1003.23
201603,1008.53
201604,1010.49
201605,1017.15
201606,1017.59
201607,1020.14
201608,1018.83
201609,1015.59
201610,1009.52
201611,1009.24
201612,1014.11
201701,1008.76
201702,1008.15
201703,1011.02
201704,1011.23
201705,1014.92
201706,1013.77
201707,1018.07
201708,1015.27
201709,1014
201710,1015.34
201711,1016.31
201712,1009.67
201801,1007.14
201802,1014.44
201803,1017.33
201804,1013.25
201805,1015.28
201806,1014.57
201807,1020.47
201808,1017.03
201809,1016.65
201810,1010.45
201811,1010.86
201812,1007.65
